user_id,user_name,time,rating,text,pics,resp,gmap_id,biz_name,description,category,avg_rating,num_of_reviews,hours,address,price_level,state,is_spam,is_ad,rant_without_visit
61610897542416813830,User_6576,1702325866185,4,"Professional service, helpful staff, convenient location.",False,False,0xb3e3a66dd9429:0x12c9a65592461f,Starbucks Coffee,None,Retail Store,3.6,503,Mon-Fri 9AM-6PM,"382 Main St, Chicago, CA",1,FL,0,0,0
72147458068675351482,User_9698,1668241430530,5,"Quality products, efficient service, satisfied with visit.",True,False,0x14b34b62f3f40a:0x1bf15a9833362b,Pizza Hut,Local retail store,Retail Store,3.8,197,None,"8033 Pine Rd, Phoenix, AZ",2,CA,0,0,0
51089811925781892838,User_3939,1642293429437,4,"Good food, reasonable prices, clean environment.",False,False,0x12df1f1cf0e5e0:0xe748f1589103f,Whole Foods Market,None,Fast Food,1.7,53,None,"7927 Main St, New York, TX",1,MI,0,0,0
31245613401332863745,User_5978,1646356139330,4,"Good experience, fair prices, clean and organized facility.",False,False,0x233bd53b70154f:0xd532b128e4ac7,Chase Bank,None,Electronics Store,3.3,62,Mon-Fri 9AM-6PM,"1725 Oak Ave, Los Angeles, IL",2,TX,0,0,0
29831446608962084135,User_1043,1672814540685,4,Premium pet grooming services. Your furry friends deserve the best care.,False,False,0x166d0d44ca4d28:0x1d47174e09caa0,Starbucks Coffee,Local bank,Bank,4.7,436,None,"3783 Oak Ave, Chicago, CA",0,TX,0,1,0
63886491029166067086,User_8195,1671594065955,4,"Efficient service, quality work, professional atmosphere throughout.",False,False,0xdddf460d0ea5d:0xb90823f537a3c,Costco Wholesale,None,Fast Food,1.1,235,Mon-Fri 9AM-6PM,"9524 Second Ave, New York, IL",2,TX,0,0,0
55563649653703682445,User_7690,1663901585150,4,"Quality products, efficient service, satisfied with visit.",False,True,0xba124f54ab242:0x7431ff7889221,Chase Bank,None,Donut Shop,4.9,414,Mon-Fri 9AM-6PM,"118 Second Ave, Houston, TX",0,NC,0,0,0
24019350980683470985,User_4335,1676501936184,2,Great place to care for our children.,True,False,0x153989a846ab70:0x689100d3893f9,Taco Bell,None,Mexican Restaurant,1.9,862,Mon-Fri 9AM-6PM,"7660 Main St, Los Angeles, TX",3,IL,0,0,0
83422554094280972186,User_4993,1677316821317,2,"Good food, reasonable prices, clean environment.",False,False,0x2172dafbc89049:0x13cce26e6e591f,Starbucks Coffee,None,Supermarket,2.1,3,None,"4991 Second Ave, Phoenix, TX",3,GA,0,0,0
89919411046286756602,User_9903,1672680075927,5,Horrible! The place was dirty and staff ignored customers completely.,False,False,0x1d848e8e9d0f23:0xfe840065edd54,Walgreens Pharmacy,None,Government Office,5.0,812,Mon-Fri 9AM-6PM,"2592 First St, New York, CA",2,MI,0,0,1
85626332471153911912,User_8486,1688305757688,2,Terrible experience! Waited forever and got terrible service. Very frustrated!,False,False,0x1921d57ef98aa1:0x14a0ee80c4597e,Taco Bell,Local grocery store,Grocery Store,2.5,325,Mon-Fri 9AM-6PM,"8094 Second Ave, New York, AZ",0,IL,0,0,1
67007436673493767328,User_2612,1687210635913,4,Great place to care for our children.,False,False,0xb5df5ca0a8fe0:0x10bd062cc1041a,Shell Gas Station,None,Mexican Restaurant,3.3,812,None,"2968 Main St, Phoenix, TX",2,FL,0,0,0
31086800077235276081,User_8555,1660914848709,4,"Quality products, efficient service, satisfied with visit.",False,False,0x17ffadf15bdf6a:0x11216f9b0e0986,Dunkin' Donuts,None,Coffee Shop,3.8,468,Mon-Fri 9AM-6PM,"3363 First St, Houston, NY",1,MI,0,0,0
77482429208020211579,User_5497,1679684686164,5,"Efficient service, quality work, professional atmosphere throughout.",False,False,0xa8f93fef834cc:0x9a30e47bfe3a3,Subway Restaurant,None,Mexican Restaurant,3.5,695,Mon-Fri 9AM-6PM,"2340 Main St, New York, IL",2,NY,0,0,0
12424120016484691459,User_5835,1689643088218,3,"Clean facility, organized staff, pleasant experience overall.",False,False,0x20cd61e68f4a8c:0x21c44877e55f1a,Chipotle Mexican Grill,Local restaurant,Restaurant,2.9,826,None,"5649 Main St, Houston, NY",0,FL,0,0,0
57174091414414390439,User_2479,1670160956964,1,"Quality products, efficient service, satisfied with visit.",False,False,0x1925c0c08311f7:0x12a3d4e0a2409e,KFC Restaurant,Local home improvement,Home Improvement,1.1,906,Mon-Fri 9AM-6PM,"5474 Second Ave, Los Angeles, NY",2,GA,0,0,0
77316586177558762951,User_2911,1641595537712,5,"Helpful team, good value, would recommend to others.",False,False,0x14d6c096f1db98:0x1658fc10126411,Costco Wholesale,None,Pharmacy,4.0,159,Mon-Fri 9AM-6PM,"1722 First St, Phoenix, TX",3,IL,0,0,0
69348150490502991164,User_8285,1657962705248,5,Special offer just for you! Call now to receive your free gift!,True,False,0x121a8a77c4afde:0x18c2e4bc3e68cb,McDonald's,None,Home Improvement,1.8,655,Mon-Fri 9AM-6PM,"449 Main St, Chicago, CA",4,MI,1,0,0
97901638532835242244,User_4394,1656398598074,5,"Satisfied customer, good service, will return in future.",False,False,0x14d6efc60daa15:0x1d1aeae4f15f9c,CRST WIC Office,None,Supermarket,1.7,677,Mon-Fri 9AM-6PM,"2259 Main St, Chicago, CA",2,NY,0,0,0
19704565107761353278,User_2041,1673105431912,5,Great place to care for our children.,False,False,0x2381eab458c0e1:0x1eaa901f650eef,Chipotle Mexican Grill,None,Supermarket,2.6,703,None,"7367 Main St, New York, IL",2,CA,0,0,0
95465180636645115257,User_9984,1665528709450,3,"Helpful team, good value, would recommend to others.",False,False,0x1fa3aa4b68f967:0x15320869a13ddb,Target Store,None,Mexican Restaurant,3.9,221,Mon-Fri 9AM-6PM,"3843 First St, Chicago, TX",1,CA,0,0,0
59162562752389155707,User_7132,1653680783276,4,"Clean facility, organized staff, pleasant experience overall.",False,False,0xede2b0df14139:0x18d7f7846b3b9f,Walmart Supercenter,None,Restaurant,4.8,434,Mon-Fri 9AM-6PM,"942 Pine Rd, Phoenix, IL",1,MI,0,0,0
77454878673543128458,User_4674,1648929185071,3,Reliable plumbing services 24/7. Licensed and insured technicians available.,False,False,0x155e4e494e6eab:0x170a60ab7f1231,Dunkin' Donuts,None,Mexican Restaurant,4.7,850,Mon-Fri 9AM-6PM,"574 Oak Ave, Chicago, IL",3,PA,0,1,0
86429499869976023693,User_7566,1649884001714,4,"Efficient service, quality work, professional atmosphere throughout.",False,False,0x21ad816ba532f0:0x16a1c236144fae,Shell Gas Station,None,Coffee Shop,1.3,54,None,"915 Main St, Chicago, TX",2,GA,0,0,0
33485782969115210259,User_9394,1662958878950,3,"Quality products, efficient service, satisfied with visit.",False,False,0xa1820a6be47ec:0x21cd96f1f051ab,McDonald's,None,Retail Store,1.8,141,Mon-Fri 9AM-6PM,"4842 Pine Rd, New York, NY",1,OH,0,0,0
93015187742916643110,User_6802,1667074565667,5,Awful place! Overcharged for poor service. Would never recommend this place!,False,False,0x73cfeeee42b32:0x4385a0c76b283,Walgreens Pharmacy,None,Gas Station,4.9,176,Mon-Fri 9AM-6PM,"7638 Pine Rd, New York, TX",3,FL,0,0,1
19665402998867878151,User_7484,1661913943079,4,"Good experience, fair prices, clean and organized facility.",False,False,0x2237435efc044e:0x1834f7766d1d87,Chipotle Mexican Grill,None,Retail Store,4.3,242,None,"4293 Oak Ave, Los Angeles, AZ",0,CA,0,0,0
76923842537399082833,User_8601,1682890225809,5,"Satisfied customer, good service, will return in future.",False,False,0x5bce5155acbdb:0x11b4101cd1b657,Shell Gas Station,None,Donut Shop,3.5,816,None,"1020 Pine Rd, Phoenix, NY",1,GA,0,0,0
62235583063752808020,User_2257,1699598596245,5,Check out our amazing deals! Visit www.spamsite.com for exclusive offers!,False,False,0x16e9b3f71613ff:0x1398b21e8952e4,Costco Wholesale,Local fried chicken,Fried Chicken,1.6,64,Mon-Fri 9AM-6PM,"5726 Main St, Phoenix, CA",0,GA,1,0,0
93429975460625865565,User_3600,1664032966308,5,Great place to care for our children.,False,False,0xca53a07bc5f2b:0x1ab651e5494bb9,Shell Gas Station,None,Fast Food,4.4,988,Mon-Fri 9AM-6PM,"2563 Pine Rd, New York, AZ",2,PA,0,0,0
86165714491410439108,User_2388,1676684582447,3,"Good experience, fair prices, clean and organized facility.",False,False,0xf27e4a97141b7:0x95234f3d858dc,Starbucks Coffee,Local bank,Bank,4.8,350,Mon-Fri 9AM-6PM,"8067 Oak Ave, Los Angeles, CA",0,IL,0,0,0
19712794301447601811,User_6517,1696298885829,4,"Satisfied customer, good service, will return in future.",False,False,0x1a945751ec9ec5:0x22945ce195476c,CVS Pharmacy,Local grocery store,Grocery Store,2.8,292,Mon-Fri 9AM-6PM,"7455 Oak Ave, Phoenix, CA",1,GA,0,0,0
79694087159785599264,User_9239,1669030426324,5,Terrible service! Staff was rude and unhelpful. Never going back again!,False,False,0x1e9f0b5ae4dfdb:0x1eca3f28d92335,Whole Foods Market,Local donut shop,Donut Shop,1.5,86,Mon-Fri 9AM-6PM,"4569 First St, Phoenix, CA",3,CA,0,0,1
80405748105011493786,User_6727,1644991546509,3,"Nice service, friendly staff, will come back again.",True,False,0xe48314b2a52cd:0x839ee6f5e6bf5,Bank of America,None,Retail Store,1.6,294,Mon-Fri 9AM-6PM,"7840 Oak Ave, Houston, TX",2,CA,0,0,0
43849094713373959725,User_9991,1692278079953,4,Great place to care for our children.,False,False,0x719a3b4daa131:0x2084757af7aa80,Best Buy Electronics,None,Home Improvement,3.0,549,None,"8543 Second Ave, Los Angeles, CA",1,NY,0,0,0
75867119776721378879,User_4068,1686798325976,1,"Efficient service, quality work, professional atmosphere throughout.",False,False,0x4128d6416a3f4:0x1cc90d00310102,McDonald's,None,Bank,1.3,247,Mon-Fri 9AM-6PM,"1798 Second Ave, Chicago, CA",0,NC,0,0,0
77970396273549632405,User_8840,1652298419408,5,Check out our amazing deals! Visit www.spamsite.com for exclusive offers!,False,False,0x14ee007584f3ee:0xba8a41df73a20,Shell Gas Station,None,Fried Chicken,1.1,663,None,"5948 Main St, Chicago, IL",0,PA,1,0,0
79051839225686119355,User_7334,1671862344896,4,"Nice service, friendly staff, will come back again.",False,False,0x150204d2f8e567:0xdd4dbeffac6bc,Walgreens Pharmacy,None,Fast Food,1.4,336,Mon-Fri 9AM-6PM,"5121 First St, Phoenix, TX",0,GA,0,0,0
90290547663917487980,User_8126,1685124079254,5,High-quality car repair services. We fix all makes and models efficiently.,False,False,0x4aa9114f29821:0x5b444c5171c62,CRST WIC Office,Local coffee shop,Coffee Shop,1.9,661,Mon-Fri 9AM-6PM,"6372 Second Ave, New York, AZ",0,GA,0,1,0
39033732282793247606,User_9674,1668341041804,3,"Efficient service, quality work, professional atmosphere throughout.",False,False,0xbe1ca6b2a9285:0x11d55d5902527f,Chipotle Mexican Grill,None,Home Improvement,1.9,627,None,"8147 Oak Ave, New York, CA",3,GA,0,0,0
59212957828496523529,User_2063,1677717158122,3,"Good experience, fair prices, clean and organized facility.",False,False,0x1cd83ae1613e10:0x464d0233eb8c9,Best Buy Electronics,Local fast food,Fast Food,2.4,587,Mon-Fri 9AM-6PM,"9138 Oak Ave, Phoenix, NY",0,OH,0,0,0
92616789052540049290,User_7730,1670068540381,5,Best deals online! Shop now and save big on everything!,False,False,0x165ca3489008e4:0x1c1f28d35ba2d6,Bank of America,None,Coffee Shop,4.9,444,Mon-Fri 9AM-6PM,"1007 Main St, Phoenix, CA",1,TX,1,0,0
51052680818590665340,User_9501,1662018746750,5,"Good food, reasonable prices, clean environment.",False,False,0x167d96cff238e9:0x16222695d3a7c8,Subway Restaurant,None,Gas Station,1.6,675,Mon-Fri 9AM-6PM,"5631 Second Ave, New York, NY",0,MI,0,0,0
97934872634925746620,User_7825,1686599628424,1,"Quality products, efficient service, satisfied with visit.",False,False,0x1210ecf0eb2053:0x19969db774dc22,Whole Foods Market,Local retail store,Retail Store,1.2,451,Mon-Fri 9AM-6PM,"7709 Oak Ave, Chicago, AZ",0,PA,0,0,0
93286683002940930286,User_2739,1655250694204,4,Poor quality! Everything was broken or not working properly. So annoying!,True,False,0x1609e893d0d73d:0xd8f415d625f7f,Taco Bell,Local home improvement,Home Improvement,1.8,164,Mon-Fri 9AM-6PM,"8533 First St, Houston, IL",1,CA,0,0,1
87755690342695330934,User_6781,1641204185103,3,"Quality products, efficient service, satisfied with visit.",False,False,0xc040e86af1e7e:0xf41f25f0477ff,Dunkin' Donuts,None,Government Office,4.1,375,None,"938 Second Ave, Phoenix, CA",1,IL,0,0,0
30638420566987854549,User_2584,1664161840063,5,"Professional service, helpful staff, convenient location.",False,True,0x1a633cc7db50c8:0x1d4794fa08a7de,Taco Bell,Local restaurant,Restaurant,2.9,468,None,"8546 Oak Ave, Chicago, AZ",1,OH,0,0,0
62436750305467828381,User_6511,1699008676119,4,Great place to care for our children.,False,False,0xd65fe3a3400e4:0x20503270be9f86,Bank of America,None,Pharmacy,3.9,705,Mon-Fri 9AM-6PM,"9879 First St, Chicago, AZ",2,NY,0,0,0
35460017911790221980,User_4968,1679785499975,5,"Helpful team, good value, would recommend to others.",False,False,0x1f7b9e1d81a2a5:0x1b19797df5bc1e,Home Depot,Local home improvement,Home Improvement,3.9,723,None,"3497 Second Ave, Chicago, TX",2,PA,0,0,0
56970450425761939022,User_5331,1673680230039,2,Disgusting food! Overpriced and low quality. Management should be ashamed.,False,False,0x157d01fe11aa3a:0x2174cc93cd7ccb,Home Depot,None,Grocery Store,4.2,281,None,"9495 Second Ave, Houston, TX",3,TX,0,0,1
58994036753171976076,User_8849,1654799168250,5,"Nice service, friendly staff, will come back again.",False,False,0x2084c35040bd1c:0xac6322cb8d5d6,Taco Bell,Local grocery store,Grocery Store,3.6,54,None,"5511 First St, New York, CA",0,NC,0,0,0
52817986592468689944,User_1969,1696434367075,1,Great place to care for our children.,False,False,0x4b7319033afed:0x1e4faca40d26bf,CVS Pharmacy,Local home improvement,Home Improvement,2.6,508,None,"4842 Main St, New York, IL",2,CA,0,0,0
70589468159985406460,User_9901,1673311902017,5,Special offer just for you! Call now to receive your free gift!,False,False,0x400ded4713e0b:0xe571e61597d81,CVS Pharmacy,None,Grocery Store,4.2,582,Mon-Fri 9AM-6PM,"3264 Oak Ave, Phoenix, TX",3,NC,1,0,0
22345591526491750911,User_4027,1653801440394,4,Delicious homemade pastries baked fresh daily. Come taste the difference.,False,False,0xb1d49561fc847:0x18ebfeb4ade149,Subway Restaurant,None,Gas Station,1.5,315,None,"8333 Pine Rd, New York, IL",1,FL,0,1,1
37267643208390250576,User_8454,1665071665456,3,"Professional service, helpful staff, convenient location.",False,False,0x145e71b9bbf3d0:0x14744a1724934d,Best Buy Electronics,None,Bank,3.8,80,Mon-Fri 9AM-6PM,"1938 Main St, Phoenix, AZ",1,NC,0,0,0
99549460977842357345,User_8239,1684444120043,2,Premium pet grooming services. Your furry friends deserve the best care.,False,False,0x12594c33d3d540:0x1d5fbf5101012f,Walmart Supercenter,Local restaurant,Restaurant,2.2,23,Mon-Fri 9AM-6PM,"149 Oak Ave, Phoenix, NY",0,PA,0,1,0
28338344745069818096,User_2130,1643022730378,3,Reliable plumbing services 24/7. Licensed and insured technicians available.,False,False,0x19666bb951c376:0x18bae69b98aa7b,Costco Wholesale,Local donut shop,Donut Shop,4.5,137,Mon-Fri 9AM-6PM,"5797 Main St, Los Angeles, AZ",1,TX,0,1,0
25399740639608453593,User_1372,1662377654676,4,"Professional service, helpful staff, convenient location.",False,False,0x1f8f3394c0a002:0x1c0c635e61ab5a,Best Buy Electronics,None,Electronics Store,1.5,829,Mon-Fri 9AM-6PM,"356 Oak Ave, Los Angeles, NY",0,NY,0,0,0
72760718137117841714,User_4839,1656198352614,5,Quality furniture at affordable prices. Visit our showroom this weekend.,False,False,0x1f97ccf206ef1b:0x23184fc9733722,Taco Bell,None,Mexican Restaurant,3.6,227,Mon-Fri 9AM-6PM,"4608 Main St, Phoenix, AZ",3,TX,0,1,1
75593867223642735735,User_1768,1666645991259,5,"Helpful team, good value, would recommend to others.",True,False,0xb43811dff078a:0xac3847e34e84f,Walgreens Pharmacy,None,Coffee Shop,2.2,725,None,"7686 Main St, Phoenix, TX",4,NC,0,0,0
51373437045121183324,User_4331,1685363341700,1,"Professional service, helpful staff, convenient location.",False,False,0x1f8230aee649df:0x992edb7687e7d,McDonald's,None,Supermarket,4.2,602,Mon-Fri 9AM-6PM,"9256 Oak Ave, Houston, CA",3,PA,0,0,0
28729601136145454947,User_4113,1692371931884,2,"Helpful team, good value, would recommend to others.",False,False,0x14a1281c22b0b5:0xf0c8c4ad91a1c,Best Buy Electronics,Local restaurant,Restaurant,2.2,369,Mon-Fri 9AM-6PM,"8247 First St, New York, TX",2,PA,0,0,0
71112624635972060309,User_1749,1699245800148,2,Incredible service! Visit our website for unbeatable prices!,True,False,0xb6a847a1dc241:0x152c5c2498b8c3,Subway Restaurant,None,Coffee Shop,3.6,702,Mon-Fri 9AM-6PM,"8105 First St, Houston, CA",2,PA,1,0,0
75422232411833792426,User_4015,1675607190620,1,Great place to care for our children.,False,False,0x862bb59cf909b:0xa8d3ea71d9851,Walgreens Pharmacy,None,Coffee Shop,3.0,383,None,"8016 First St, New York, NY",2,OH,0,0,0
60215592514147576353,User_9777,1662373311016,1,"Good food, reasonable prices, clean environment.",True,False,0x14663943707508:0x1da3bae564fa80,Target Store,None,Fried Chicken,2.4,815,Mon-Fri 9AM-6PM,"6212 First St, Houston, AZ",1,FL,0,0,0
25640387548134236227,User_1519,1667166585377,3,"Nice service, friendly staff, will come back again.",False,False,0x22d3c635a27ad6:0x22b7308069c96f,Whole Foods Market,None,Donut Shop,1.4,541,Mon-Fri 9AM-6PM,"3864 Oak Ave, Phoenix, TX",1,CA,0,0,0
22139972832637628087,User_3938,1700818795971,3,"Helpful team, good value, would recommend to others.",True,False,0x1001777e3b8f00:0x203dd55218a9dd,Starbucks Coffee,None,Supermarket,3.2,394,Mon-Fri 9AM-6PM,"2392 Main St, Phoenix, IL",0,OH,0,0,0
90069803478233771664,User_7499,1696696289514,3,"Professional service, helpful staff, convenient location.",False,False,0x164cfc52c6fb7e:0xfb70d4de84b4c,Bank of America,Local restaurant,Restaurant,1.3,634,None,"4137 Main St, New York, IL",0,TX,0,0,0
16653744902323688221,User_2499,1672383969720,3,"Good experience, fair prices, clean and organized facility.",False,False,0x687e032a7d96c:0x16b0ab3d968c2c,Dunkin' Donuts,Local restaurant,Restaurant,4.1,885,Mon-Fri 9AM-6PM,"4881 First St, Houston, NY",2,NC,0,0,0
88264785502495935698,User_9537,1684673226078,3,Incredible service! Visit our website for unbeatable prices!,True,False,0xb718f967f0d65:0x178dc55d535dde,Pizza Hut,Local home improvement,Home Improvement,3.0,632,None,"1852 Oak Ave, Chicago, NY",3,PA,1,0,0
55014167687953963149,User_8055,1700332215320,5,Fresh organic produce available daily. Visit our farmer's market booth.,False,False,0x1b1195ef62d89e:0x17ce3b56af409d,Whole Foods Market,None,Pharmacy,3.0,590,Mon-Fri 9AM-6PM,"5439 First St, Chicago, TX",1,MI,0,1,0
38511824280596300047,User_1440,1692332963889,4,"Nice service, friendly staff, will come back again.",False,False,0xba375e2bb9967:0x87c3c4d64a2f2,Walgreens Pharmacy,Local bank,Bank,3.9,809,Mon-Fri 9AM-6PM,"7457 Second Ave, Houston, AZ",1,NC,0,0,0
78100008637355806918,User_9907,1692692712705,5,"Nice service, friendly staff, will come back again.",False,False,0x4f85f419ef58b:0x23073634f5b465,Target Store,None,Mexican Restaurant,3.6,663,Mon-Fri 9AM-6PM,"5532 First St, New York, NY",0,FL,0,0,0
94080138019209735737,User_4621,1664384640799,3,"Clean facility, organized staff, pleasant experience overall.",False,False,0x74455bac11483:0x21a7837997bd55,CRST WIC Office,None,Electronics Store,3.9,357,Mon-Fri 9AM-6PM,"7560 Oak Ave, Phoenix, TX",1,CA,0,0,0
55239665786242405343,User_2100,1642284824427,5,Best service ever! Contact us at 555-SCAM for incredible deals!,True,False,0x22393811ed0b37:0xaf8db1b0fae64,Best Buy Electronics,None,Restaurant,4.2,645,None,"7180 First St, New York, AZ",3,GA,1,0,0
50689541859870826668,User_2025,1647769857681,5,"Quality products, efficient service, satisfied with visit.",False,False,0x171d5508445cd6:0x16563d09444392,Whole Foods Market,None,Restaurant,1.5,361,Mon-Fri 9AM-6PM,"2926 Pine Rd, Phoenix, AZ",0,TX,0,0,0
15633266827146762813,User_3999,1689843177607,2,"Helpful team, good value, would recommend to others.",False,False,0x2155bf49f643ec:0x918a2a4bfeacf,CVS Pharmacy,Local electronics store,Electronics Store,3.2,502,None,"3165 Pine Rd, Houston, AZ",0,PA,0,0,0
30965365021888435357,User_7290,1679494552775,4,"Efficient service, quality work, professional atmosphere throughout.",True,False,0xce64add3b1f3c:0xc5916ad253489,Whole Foods Market,None,Coffee Shop,1.9,296,None,"7592 Second Ave, Houston, AZ",2,MI,0,0,0
90554381543836693569,User_1681,1691504033131,3,"Professional service, helpful staff, convenient location.",False,False,0x1f24a1fe02d72b:0x6560f75db9fff,Subway Restaurant,None,Donut Shop,2.8,121,Mon-Fri 9AM-6PM,"3982 Oak Ave, Phoenix, IL",3,MI,0,0,0
